organism_name	md5sum	num_unique_kmers_in_genome_sketch	num_total_kmers_in_genome_sketch	genome_scale_factor
GCA_017624905.1 Clostridia bacterium, ASM1762490v1	0e50aa4568f6c2113c4579d30d98155d	1495	1495	1000
GCF_011752065.1 Actinomyces sp. ZJ308 strain=ZJ308, ASM1175206v1	15e49ffea21dac50021b6c1f7f45aa83	3176	3176	1000
GCA_016868535.1 Bacteroidetes bacterium, JGI 2017-08-21	09e1430a822e30c2e3e25cf465879e05	1924	1924	1000
GCA_021822485.1 bacterium, ASM2182248v1	1171101c82dacce72740cf275c9d561a	1572	1572	1000
GCF_000010505.1 Porphyromonas gingivalis ATCC 33277 strain=ATCC 33277, ASM1050v1	1471d6db344d5046899f85b521902fe7	2113	2113	1000
GCF_000973085.1 Sneathia amnii strain=SN35, ASM97308v1	12b3aa33520ad6aa4244119bb40cf133	1272	1272	1000
GCF_000767055.1 Corynebacterium doosanense CAU 212 = DSM 45436 strain=CAU 212(T), ASM76705v1	047e8faa652237ecec4eb655ccca4059	2699	2699	1000
GCA_023301545.1 Akkermansiaceae bacterium, ASM2330154v1	173075aa9b0731c4182b2cd680aeea54	1770	1770	1000
GCF_003688995.1 Streptomyces shenzhenensis strain=193, ASM368899v1	00731f24d294422b45db4a389172a716	10021	10021	1000
GCF_005876835.1 Pseudoalteromonas phenolica strain=S3663, ASM587683v1	13382858e49bc943f2c29c14735b3be3	4616	4616	1000
GCF_024539815.1 Streptomyces sp. IBSBF 2953 strain=IBSBF 2953, ASM2453981v1	16880b815b707b7dfbd265be015c01e4	10912	10912	1000
GCA_944380635.1 uncultured Eubacterium sp., BRZ_GK__bin9	1b23f327d92406e9e71097a6f9d1a8d6	1943	1943	1000
GCF_011759505.1 Curtobacterium flaccumfaciens strain=WW7, ASM1175950v1	0651ae5d0440bdb50c9b86e43ec2776e	3457	3457	1000
GCF_002243515.1 Tumebacillus algifaecis strain=THMBR28, ASM224351v1	03dbe03a02a4a92c80e27f57eafbc010	4413	4413	1000
GCF_001584725.1 endosymbiont TC1 of Trimyema compressum strain=not applicalbe, ASM158472v1	19517989d88a575e0390aa69c3786b31	1600	1600	1000
GCA_934249275.1 uncultured Sutterella sp., ERR7746219_bin.271	0fbc26d79704c0b9ce9ddcc045bea136	2025	2025	1000
GCF_008801715.1 Pseudochrobactrum saccharolyticum strain=CCUG 33852, ASM880171v1	1669cf97993c299476788a8b1506a1c2	3809	3809	1000
GCA_900550205.1 uncultured Collinsella sp., UMGS1277	1d73f4baa752c2f58df147dd00f0b9e1	1852	1852	1000
GCA_019634635.1 Verrucomicrobiae bacterium, ASM1963463v1	04cf68b214bc8a28f0f5980e63ee7378	5309	5309	1000
GCA_018262835.1 Candidatus Aminicenantes bacterium, ASM1826283v1	16cac470b96f55f2448710c79e9c51db	2813	2813	1000
GCF_014054725.1 Conchiformibius steedae strain=DSM 2580, ASM1405472v1	1b15c804fa7d0643361af0382bd33e89	2153	2153	1000
GCA_020053595.1 Thermoleophilia bacterium, ASM2005359v1	003cf114c79da48d7274c67a159273f3	2118	2118	1000
GCA_019746105.1 Alphaproteobacteria bacterium, ASM1974610v1	10cd631a9a2658f09ef35106529fdcaf	1670	1670	1000
GCA_020635725.1 Flavobacteriales bacterium, ASM2063572v1	17bf4778b67ab4747074beaa138e2ea6	3317	3317	1000
GCA_023260975.1 Pseudidiomarina sp., ASM2326097v1	1c5a868ff9736988445ec2ab927384f8	1875	1875	1000
GCA_019334725.1 Neisseria perflava strain=LPB0400, ASM1933472v1	19d0f8c5f2bf1e95055cf3abd7b50952	2122	2122	1000
GCA_022340185.1 Salaquimonas sp., ASM2234018v1	0c34a7cd0e71a63e26345a197d92d941	3356	3356	1000
GCF_003097615.1 Pueribacillus theae strain=T8, ASM309761v1	038ab888e92335cd941c51761f880ceb	3748	3748	1000
GCF_000018885.1 Renibacterium salmoninarum ATCC 33209 strain=ATCC 33209, ASM1888v1	0ce67bfeaacde8cac889814f112fc8d9	2998	2998	1000
GCA_003543215.1 Erysipelotrichaceae bacterium, ASM354321v1	161588de4456bd5f7be828b44edae13b	1149	1149	1000
GCF_003626755.1 Ulvibacterium marinum strain=CCMM003, ASM362675v1	1714124a4ea2ac1030a6d2baf4455662	5933	5933	1000
GCA_900545505.1 uncultured Collinsella sp., UMGS779	1c79a07244fdf2a712935137620034a4	1769	1769	1000
GCA_000432135.1 Firmicutes bacterium CAG:124, MGS124	11b12ed097cb7e30959e8560eed13c72	2572	2572	1000
GCA_002366645.1 Rhodobacterales bacterium UBA3080, ASM236664v1	01f60847f01c80afa3b5a0442f881328	2230	2230	1000
GCA_021798635.1 Planctomycetes bacterium, ASM2179863v1	0b92525bb8bd38d981fe27dad8899446	4774	4774	1000
GCA_944392155.1 uncultured Alphaproteobacteria bacterium, BRZ_SB__bin123	121448de6447b09edd0c64b5488e0da0	1575	1575	1000
GCA_002470165.1 Betaproteobacteria bacterium UBA7395, ASM247016v1	149934de83bdb7f50b3b919984b486f9	2436	2436	1000
GCF_014118685.1 Flaviflexus huanghaiensis strain=CICC 10486, ASM1411868v1	0b280d10cc716c1956602af4d08d8a30	2452	2452	1000
GCA_019752015.1 Cyanobacteria bacterium, ASM1975201v1	0fd77ff50ef6963a6e6ee87daca14d4c	5839	5839	1000
GCF_022347745.1 Streptomyces sp. OfavH-34-F strain=OfavH-34-F, ASM2234774v1	1a9b4cacf2da26b336fd9f57974d897b	7380	7380	1000
GCF_002215495.1 Porphyrobacter sp. CACIAM 03H1 strain=CACIAM 03H1, ASM221549v1	06290a59db3f4c3ad3daca6be341bc7e	3544	3544	1000
GCA_016187105.1 Candidatus Curtissbacteria bacterium, ASM1618710v1	0a113a08a8cc62828425bff1c143c1d5	654	654	1000
GCF_014204525.1 Paucibacter oligotrophus strain=S00239, ASM1420452v1	157fb9f1d2339147c5ecdc064d511f31	5246	5246	1000
GCA_016872875.1 Planctomycetes bacterium, JGI 2017-08-21	0bb73f61743ddac26854022c2760cc43	8880	8880	1000
GCF_900172235.1 Pseudoruegeria aquimaris strain=CECT 7680, Ps.aquimaris_CECT7680_Spades_Prokka	1393c408b855821350c5940895a99a45	3667	3667	1000
GCA_022793095.1 Oscillospiraceae bacterium, ASM2279309v1	02401da4c64694a282b6ab817375e7d8	3047	3047	1000
GCF_018916875.1 Virgibacillus proomii strain=N4, ASM1891687v1	1323de7729afaf461edfa215764e9ae2	3346	3346	1000
GCA_023301465.1 Oligoflexales bacterium, ASM2330146v1	19446a9ad66b82da68c2e8cc2ea89431	2796	2796	1000
GCA_017431965.1 Methanobrevibacter sp., ASM1743196v1	06246cdb66a2db3102c937844a58603b	1920	1920	1000
GCF_001425305.1 Phenylobacterium sp. Root1290 strain=Root1290, Root1290	0550eeec5d7a41c752372aa272a85878	4307	4307	1000
GCA_016933985.1 Sedimentisphaerales bacterium, ASM1693398v1	1ca4cb6a05d764ab60d43ad0c1c7186d	4413	4413	1000
GCA_024398095.1 Bacteroidales bacterium, ASM2439809v1	1a3ba8a31f09bcc2f39d930cb5fa666f	2364	2364	1000
GCA_945873925.1 Bordetella parapertussis, AE-24oct19-219	1a16415c55e33788689ca338bde14826	1947	1947	1000
GCA_902586925.1 uncultured SAR86 cluster bacterium, AG-913-G13	05d9c1ecf552bb1d496160844126f91e	1205	1205	1000
GCA_002471015.1 Stenotrophomonas sp. UBA7346, ASM247101v1	0933fbc9267d844c2cc45707d13f4a8a	4092	4092	1000
GCF_012027325.1 Thermococcus sp. M39 strain=M39, ASM1202732v1	043ccdc6601bda778c7b53dde5dda7bc	2234	2234	1000
GCA_020847695.1 Planctomycetes bacterium, ASM2084769v1	11cb52617b3386ccb9b868e52d2fe3cb	5561	5561	1000
GCF_012849555.1 Duganella sp. GN2-R2 strain=GN2-R2, ASM1284955v1	04b37d93338af6243090252195b5e607	6306	6306	1000
GCA_944391065.1 uncultured Kiritimatiellaeota bacterium, BRZ_RB__bin17	050ea7ae642b10791146342b1707ebcc	1886	1886	1000
GCA_934663595.1 uncultured Clostridia bacterium, ERR7738557_bin.305	132c2737694232ddbac28aac99cbb55a	2734	2734	1000
GCF_900102265.1 Chryseobacterium hungaricum strain=DSM 19684, IMG-taxon 2684622908 annotated assembly	196219f4c0741caaa38e46e4362193a0	3900	3900	1000
GCA_002427365.1 Bacillales bacterium UBA5455, ASM242736v1	01a462bb4868b858546a916766cd38d1	1029	1029	1000
GCA_002084705.1 Desulfobacteraceae bacterium 4572_35.1, ASM208470v1	18814564b479d7dbb293da56b901f726	2302	2302	1000
GCA_021444005.1 Malacoplasma sp., ASM2144400v1	049a540a7ae5603338eeed8bc927ae6d	955	955	1000
GCA_009379735.1 Propionibacteriales bacterium, ASM937973v1	0d5c58c07364f66b2de275c943b6805f	4368	4368	1000
GCA_015904075.1 Nitrospira sp., ASM1590407v1	0350b45354d62a560473bf8ed2494d9f	2572	2572	1000
GCA_023145975.1 Candidatus Hydrogenedentes bacterium, ASM2314597v1	08dc3595096cc8a920091fd664ac13df	2802	2802	1000
GCA_024343425.1 Rhizobiaceae bacterium, ASM2434342v1	1470f9585b3633dc9b8bc58b2aa76abc	4070	4070	1000
GCA_017409875.1 Clostridia bacterium, ASM1740987v1	1d1011b75731022f95980124d5a695ab	1446	1446	1000
GCA_902615625.1 uncultured Alphaproteobacteria bacterium, AG-891-P06	119b07afd00409a48717f8da96eaef50	1289	1289	1000
GCF_000688455.1 Acidobacterium ailaaui strain=PMMR2, ASM68845v1	07b3dc3bf8c08cc21e0c32fdbf19437a	3628	3628	1000
GCA_024402535.1 Treponema sp., ASM2440253v1	16f0ae6e37379768a7aeffb83398c4f9	2868	2868	1000
GCF_021401085.1 Chryseobacterium sp. R2A-55 strain=R2A-55, ASM2140108v1	06912ea5dbba976a37d727da4f66c993	2930	2930	1000
GCF_014205115.1 Micrococcus endophyticus strain=DSM 17945, ASM1420511v1	11fc2f2d88753d8e81835ab4005947ae	2812	2812	1000
GCA_017616655.1 Bacteroidales bacterium, ASM1761665v1	1856fd0f324c81f007098509400feaa8	2161	2161	1000
GCA_001793825.1 Candidatus Wolfebacteria bacterium RIFCSPLOWO2_01_FULL_38_11, ASM179382v1	130d5cef06f73baa188f98af6169179b	568	568	1000
GCA_018334835.1 Candidatus Thermoplasmatota archaeon, ASM1833483v1	13365cf22126f7a7c65d26ad1c1ebaa6	1675	1675	1000
GCA_013322215.1 Agrobacterium rhizogenes strain=17-2069-2c, ASM1332221v1	1d1b233e065e2a993c45fe82837471bb	8258	8258	1000
GCA_017535785.1 Butyrivibrio sp., ASM1753578v1	17429f0932f52848aead544cc126aace	2870	2870	1000
GCA_003557485.1 Elusimicrobia bacterium, ASM355748v1	010a1b07d6084171a1fde2fb0a497f7f	2001	2001	1000
GCA_944325965.1 uncultured Bacteroidales bacterium, BRZ_QB__bin48	0bbd49f22e204fe575dfb400462cef2a	2136	2136	1000
GCA_022708765.1 Armatimonadetes bacterium, ASM2270876v1	03dc926fa1fdef6f18ad2bc787acfb77	4599	4599	1000
GCA_903837495.1 uncultured Flavobacteriales bacterium, freshwater MAG --- ErkenSummer_bin-6618	157513b5bc9121a62ee851a8e9e5ba31	2542	2542	1000
GCA_902609535.1 uncultured Pelagibacteraceae bacterium, AG-470-I02	06fe0bde10a5c5f29fa00bed41203903	1029	1029	1000
GCA_019038465.1 Synechococcus sp. CCY 0621 strain=CCY 0621, ASM1903846v1	0dd8b4c2b97dc600e1a6a78c3b2b3010	3160	3160	1000
GCA_013203045.1 Chloroflexi bacterium, ASM1320304v1	08aaa89925b7c3b5d12f8e5e8063f790	3901	3901	1000
GCA_020639255.1 Phycisphaera sp., ASM2063925v1	16b01948d381b479bdbac09a5ed4e3da	2998	2998	1000
GCA_002337525.1 Alphaproteobacteria bacterium UBA1908, ASM233752v1	056ab7989d09c8a08f89210d9d720689	1639	1639	1000
GCA_018304285.1 Candidatus Micrarchaeota archaeon, ASM1830428v1	08f7a64de63d11452a443295cf4a7ba2	699	699	1000
GCF_002115755.1 Thalassospira mesophila strain=JCM 18969, ASM211575v1	04eae95b02687ed3fa2f8047adfd4f3b	4913	4913	1000
GCF_900104415.1 Eubacterium oxidoreducens strain=DSM 3217, IMG-taxon 2593339221 annotated assembly	004d0dab0f553a58b32d5b0e6580123b	2831	2831	1000
GCA_902597215.1 uncultured Pelagibacteraceae bacterium, AG-453-D07	08eecc64258532ab8df67e384946e8db	852	852	1000
GCA_024346955.1 Vibrio mangrovi strain=CECT 7927, ASM2434695v1	16a245f8ffcba5ac6dd371d072da5036	4966	4966	1000
GCA_910588865.1 uncultured Lachnospiraceae bacterium, MGBC165023	177d1de7bf7e2fb39a9200d98a64d520	3989	3989	1000
GCA_944383115.1 uncultured Flavonifractor sp., BRZ_DE__bin88	0c1e316ce2747c8492ee283c460ed29f	2453	2453	1000
GCA_012735495.1 Clostridiales bacterium, ASM1273549v1	12dfe9ea2869a28d6cc43ccff8bd41f1	2205	2205	1000
GCA_944392755.1 uncultured Sutterella sp., E21__bin84	0089d35fef243e076ca07c0ee6451034	1819	1819	1000
GCA_022510865.1 Treponema sp., ASM2251086v1	00a521ff575244fc40fdb9c466c09248	2245	2245	1000
GCA_024278175.1 Gemmatimonadales bacterium, ASM2427817v1	1b9475c96fdd2fa87a4776c65555bc06	4068	4068	1000
GCA_021199235.1 Lachnospiraceae bacterium, ASM2119923v1	1068e52d953dcf466285e77d5da34c3b	3412	3412	1000
GCA_002733465.1 Kangiella sp., ASM273346v1	1d49c99ed9673b453e2de2bb093f8c9d	4081	4081	1000
GCF_001940225.1 Roseburia sp. 499 strain=499, ASM194022v1	07f098fd7e593692d1ab74e3f510c070	3286	3286	1000
GCA_013152655.1 Chlorobi bacterium, ASM1315265v1	132790beb783f4ec24b1cc4d556fdf54	4026	4026	1000
GCF_000515115.1 Nocardiopsis sp. CNT312 strain=CNT312, ASM51511v1	127b6b431dbccb1d374735f613e5492a	4635	4635	1000
GCA_022826865.1 Anaerolineae bacterium, ASM2282686v1	032486d34a02361a00486bf9fde0edf3	4046	4046	1000
GCF_018860765.1 Marinobacter salexigens strain=D2M19, ASM1886076v1	10fed2738596184a6e510ad5b61d404d	4137	4137	1000
GCA_002385825.1 Firmicutes bacterium UBA3932, ASM238582v1	097ba6d783e96cd979464ebb864b2bd2	1821	1821	1000
GCF_014647655.1 Deinococcus malanensis strain=JCM 30331, ASM1464765v1	0a3ccc7271df9764248423f42b1492ca	4412	4412	1000
GCF_000005825.2 Bacillus pseudofirmus OF4 strain=OF4, ASM582v2	120d1fc35e9aa1f10a6a64c273ed5e10	4131	4131	1000
GCA_016841605.1 Dethiobacter alkaliphilus, ASM1684160v1	025968c9abcd347b90eb4c6430d5f60c	4066	4066	1000
GCA_019636795.1 Phycisphaeraceae bacterium, ASM1963679v1	02449d28b154e4464a53face6355bbfa	3546	3546	1000
GCA_018969905.1 Bdellovibrionales bacterium, ASM1896990v1	17715f421b0508d739ab0349f83e323d	2751	2751	1000
GCA_003228175.2 Chloroflexi bacterium, ASM322817v2	07f4327a6dc0424889364b695b8f7250	2461	2461	1000
GCA_013152905.1 Candidatus Micrarchaeota archaeon, ASM1315290v1	1a9b87b42d8450fdb653ab2ad3f3a4d5	492	492	1000
GCA_002877955.1 Caldisericum exile, ASM287795v1	0db4df19801823a27abc073afacda7bb	810	810	1000
GCF_008033385.1 Algibacter sp. H164 strain=H164, ASM803338v1	1d7d344033a65d135493c28bb81c89f8	4068	4068	1000
GCA_020723785.1 Thermaerobacter marianensis, ASM2072378v1	0e19a1fc0164e27612c979990f5d2581	1852	1852	1000
GCF_007752345.1 Planctopirus ephydatiae strain=spb1, ASM775234v1	1be53115b0418dff497c47f58569121c	5185	5185	1000
GCF_000463075.2 Lactobacillus plantarum EGD-AQ4 strain=EGD-AQ4, GC Assembler	19889025cae42b9c737df5000673a542	3399	3399	1000
GCF_005795905.1 Streptomyces sp. ICN19 strain=ICN19, ASM579590v1	1409ed92b38e613a15298a2e21458547	8699	8699	1000
GCA_014804905.1 Desulfovibrio sp., ASM1480490v1	0bedd826045e393c68d1379497a75a4e	1703	1703	1000
GCA_016872795.1 Planctomycetes bacterium, JGI 2017-08-21	185632dc2682cb474bec1acdd98b7ced	3801	3801	1000
GCA_017308515.1 Actinomycetales bacterium, ASM1730851v1	18a584daf20a6690f3759fba2ef4397e	2774	2774	1000
GCA_017440585.1 Clostridia bacterium, ASM1744058v1	060c75ccef45b0bb5518fa5e53e2586e	2170	2170	1000
GCF_000382185.1 Bordetella sp. FB-8 strain=FB-8, ASM38218v1	0930296ab4bcf520a3d4fdf5be756cd5	3982	3982	1000
GCA_021779915.1 bacterium, ASM2177991v1	141815420eb9c091c638d747df6fe87c	1128	1128	1000
GCA_902798915.1 uncultured Coriobacteriaceae bacterium, Rumen uncultured genome RUG14419	135a86d0ec817b829949304ac84e477f	3924	3924	1000
GCA_016293065.1 Bacteroidales bacterium, ASM1629306v1	13cd47bf62a66daf376ba8b54ded5fb1	2358	2358	1000
GCA_019694675.1 Ignavibacteria bacterium, ASM1969467v1	11ed4163addf20b48d76a4a6c409c009	3703	3703	1000
GCA_017626015.1 Ruminococcus sp., ASM1762601v1	1492acf7a3fb76dabaf06723a3456547	2467	2467	1000
GCA_934667795.1 uncultured Chthoniobacterales bacterium, ERR7738460_bin.182	03d69e65df9e4fe6613d5147a5655b63	2562	2562	1000
GCF_000472965.1 Bradyrhizobium elkanii WSM1741 strain=WSM1741, ASM47296v1	19d9181197ed027d44f80fce38b70a3a	7984	7984	1000
GCA_021838065.1 Proteobacteria bacterium, ASM2183806v1	04f1ffdf63b0fbb95d44b8f9a2c628d8	2756	2756	1000
GCF_900104965.1 Marmoricola scoriae strain=DSM 22127, IMG-taxon 2634166904 annotated assembly	1875b885c54bdb6692c67d66b2a3c2e8	4100	4100	1000
GCF_001421785.1 Sphingomonas sp. Leaf33 strain=Leaf33, Leaf33	022a6b87e5ed427466f160b387af6645	3213	3213	1000
GCA_017651785.1 Bacteroidales bacterium, ASM1765178v1	0c2cf046f4d44c9ee709dcf4e6aff02f	1478	1478	1000
GCA_013001365.1 Flavobacteriaceae bacterium, ASM1300136v1	1baea80fe3722372aca2a00693b38e19	2878	2878	1000
GCA_002796325.1 Deltaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_47_16, ASM279632v1	0856e4066ed9792c5eb24758969fddef	1945	1945	1000
GCF_000170855.1 Moritella sp. PE36 strain=PE36, ASM17085v1	1bf41589c2623c7af4695c340f8fac40	5201	5201	1000
GCF_001411805.1 Burkholderia plantarii strain=ATCC 43733, ASM141180v1	065b87f0dbc245b092f0addd75865280	8060	8060	1000
GCA_021162285.1 Candidatus Fermentibacteraceae bacterium, ASM2116228v1	0cb75d71c78ad79255b574c1cbb50cf5	2645	2645	1000
GCA_023657325.1 Gloeotrichia echinulata DEX184, ASM2365732v1	193fa1b45503661b0f18223b0ad74d9e	6564	6564	1000
GCA_902776565.1 uncultured Bacteroidia bacterium, Rumen uncultured genome RUG12182	03318176007aac7cd1b6b41f4efc4576	3386	3386	1000
GCA_944331945.1 uncultured Bacilli bacterium, E01__bin10	112b02058181d8b018adad6295c696be	1017	1017	1000
GCA_017461745.1 Clostridia bacterium, ASM1746174v1	11e27a778985ebef48a1efead9f6356b	2442	2442	1000
GCA_016699715.1 Candidatus Competibacteraceae bacterium, ASM1669971v1	1056da16576c4959aafa7e78e082ead9	3387	3387	1000
GCA_015134355.1 Candidatus Stammera capleta, ASM1513435v1	0d9286b6bbbbb71707b67c97ca518d41	285	285	1000
GCF_024970185.1 Pseudomonas sp. N3-W strain=N3-W, ASM2497018v1	06b1a75b427a36ffd51e46f959d26062	6665	6665	1000
GCA_020724365.1 Thermodesulfovibrio yellowstonii, ASM2072436v1	08709366eb4ddcce6d9148e0db74c471	2131	2131	1000
GCA_018882725.1 Actinobacteria bacterium, ASM1888272v1	12431a6dbd39cf9fe38761c2d3c9f68c	2243	2243	1000
GCA_020832235.1 Bacteroidetes bacterium, ASM2083223v1	10d761a36433525a852aa0c714f4efa2	3364	3364	1000
GCA_013812955.1 Nannocystis sp., ASM1381295v1	0f0ef3d6a39e97e1f64a6707fb0f220a	6608	6608	1000
GCA_002422285.1 Flavobacteriales bacterium UBA6165, ASM242228v1	0a8bfdc5de5a9f3449406dcd6f0bfcc6	1938	1938	1000
GCA_900318275.1 uncultured Bacteroidales bacterium, Rumen uncultured genome RUG377	1196baf85d2e65fee2dcd69c994f6e9b	2275	2275	1000
GCA_905198825.1 uncultured Collinsella sp., ERR1297810-mag-bin.5	16488154dae1682c3e2045355fbd9ffa	1953	1953	1000
GCF_003264935.1 Methanothermobacter tenebrarum strain=MCM B 1447, ASM326493v1	17f1dfa0fc772eaaf5a9d21517766ff7	1406	1406	1000
GCA_903892645.1 uncultured Nitrosomonadales bacterium, freshwater MAG --- LJ_bin-3679	1c71a57312d5aed342ffd0f1bc056356	2633	2633	1000
GCA_944372095.1 uncultured Clostridia bacterium, BRZ_LD__bin84	1c3af4f108824065b37bc9cec769a6a6	1752	1752	1000
GCA_902791895.1 uncultured Ureaplasma sp., Rumen uncultured genome RUG13716	17960a5d4a128c67d0101ee0df87e992	529	529	1000
GCF_014647855.1 Shewanella gelidii strain=JCM 30804, ASM1464785v1	0bb846a58d7b417c24b2281c86698ad7	3815	3815	1000
GCF_019923725.1 Zwartia hollandica strain=LF4-65, ASM1992372v1	07ff34287f47ea18b40ca67a3628070a	3178	3178	1000
GCF_002953615.1 Arthrobacter agilis strain=UMCV2, ASM295361v1	18bfebd87b16c1f7f764fab2075d5605	3327	3327	1000
GCA_002772995.1 Candidatus Niyogibacteria bacterium CG10_big_fil_rev_8_21_14_0_10_46_36, ASM277299v1	0f847ac89b4295760189f6e5e214cd77	841	841	1000
GCF_000961095.1 Paenibacillus beijingensis strain=DSM 24997, ASM96109v1	0cb41baaf9c6e0d4304f4e0c3d257a65	5618	5618	1000
GCA_903870245.1 uncultured Methylocystaceae bacterium, freshwater MAG --- LaPlata_bin-1156	171a1c7ac46abc4e6a9c2b73982d0ad4	3185	3185	1000
GCA_023436425.1 Bacteroidetes bacterium, ASM2343642v1	00deda1bfd93aa68b994a9dda6638d2a	3028	3028	1000
GCA_013821425.1 Nitrosospira sp., ASM1382142v1	0ac5508cb20fe7f201cd218a47f98d39	3039	3039	1000
GCA_023957015.1 Thermomicrobiales bacterium, ASM2395701v1	02e076c9de6c748890900606ff268cb3	2789	2789	1000
GCF_015319355.1 Arcticiflavibacter luteus strain=SM1212, ASM1531935v1	0e91a237b136aba6235acbce1eba81cc	4509	4509	1000
GCF_000260115.1 Joostella marina DSM 19592 strain=DSM 19592, ASM26011v1	1c97a74721f80318ea0fd7289cde4b4b	4303	4303	1000
GCF_000426685.1 Solimonas flava DSM 18980 strain=DSM 18980, ASM42668v1	1550380e09746db6ae1054858dd84b27	4398	4398	1000
GCF_001274785.1 Vibrio hepatarius strain=DSM 19134, ASM127478v1	05a89733d99cfdd444b24bc564343e1c	4815	4815	1000
GCA_018882975.1 Rhodocyclaceae bacterium, ASM1888297v1	09f6ef777b2f3a61ea07e4c14b71ee06	1941	1941	1000
GCA_023703575.1 SAR86 cluster bacterium, ASM2370357v1	0ac3fdab4bd57810ec0fb87a0046df22	1593	1593	1000
GCA_001817915.1 Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_01_FULL_44_18, ASM181791v1	1c967f45a3302053eaca23ed4b17a04b	725	725	1000
GCF_014642655.1 Pullulanibacillus camelliae strain=CGMCC 1.15371, ASM1464265v1	086259003e93312a0849fbe52b53f6b3	4165	4165	1000
GCA_900320465.1 uncultured Clostridiales bacterium, Rumen uncultured genome RUG601	16d4c680e51001ec2d9fdf35905129ba	2363	2363	1000
GCA_018656555.1 archaeon, ASM1865655v1	10f3138b9025373983685b2dc1e0cf11	1031	1031	1000
GCF_000619925.1 Treponema sp. C6A8 strain=C6A8, ASM61992v1	189c2b8519ed304e6bbde006d0bdb6a0	2855	2855	1000
GCF_001905095.1 Micromonospora sp. CB01531 strain=CB01531, ASM190509v1	010c7098ca768537bf6694e08886d86b	9097	9097	1000
GCA_003222135.1 Gemmatimonadetes bacterium, ASM322213v1	02ae6294f60ecea839fda117a861cde2	3370	3370	1000
GCA_024398955.1 Fibrobacter sp., ASM2439895v1	00ebd6aaba56b567d4bdf01f487c7554	3204	3204	1000
GCF_011400295.1 Erysipelothrix sp. HDW6A strain=HDW6A, ASM1140029v1	00e53e96818f4b57832e3f2c1ccae7da	2033	2033	1000
GCA_903915735.1 Candidatus Adlerbacteria bacterium, freshwater MAG --- T7_bin-136	1a70dd94e4d7ab460726efa73ebe9ae0	670	670	1000
GCF_004358695.1 Primorskyibacter sp. SS33 strain=SS33, ASM435869v1	09e4e9a8106cd14c89b905ffc30ab6b2	3406	3406	1000
GCA_001799485.1 Desulfuromonadales bacterium GWC2_61_20, ASM179948v1	09dc695248eb95eb40c2428cdc02b012	2763	2763	1000
GCA_016192435.1 Rhodocyclales bacterium, ASM1619243v1	062ffa289a70bc48584f6de1a3fede23	3478	3478	1000
GCA_902795905.1 uncultured Erysipelotrichaceae bacterium, Rumen uncultured genome RUG14114	029c089a0669c33cf62e14e76e8bb14b	1852	1852	1000
GCA_012511915.1 Clostridiaceae bacterium, ASM1251191v1	1ad8adb288fdc8392a07c0fa94e2f7a1	2558	2558	1000
GCA_017467815.1 Clostridia bacterium, ASM1746781v1	10bf1b41c3534acd907d039cc0f784de	3019	3019	1000
GCF_000425185.1 Pleomorphomonas koreensis DSM 23070 strain=DSM 23070, ASM42518v1	00f8d116457ef04d4fdd70ee83c68c6f	4610	4610	1000
GCF_014041935.1 Gordonia jinghuaiqii strain=zg-686, ASM1404193v1	095dff5450902c2259c0abe110e09e51	5121	5121	1000
GCA_016184145.1 Candidatus Woesearchaeota archaeon, ASM1618414v1	08e37f63d86cbc24f6f5a4cc610a78b5	1016	1016	1000
GCA_012719135.1 Chloroflexi bacterium, ASM1271913v1	19142aacd77808550091ec5d7f11b9a5	2765	2765	1000
GCF_016775475.1 Belnapia sp. T6 strain=T6, ASM1677547v1	078b1fd1179cd7af5efa655632390dc8	6346	6346	1000
GCA_017445525.1 Eubacterium sp., ASM1744552v1	05ed2ca546ca658960c8fd23a27de459	2201	2201	1000
GCA_001304875.1 Clostridia bacterium UC5.1-2E3 strain=UC5.1-2E3, ASM130487v1	0b0fa4a9c9f23c49ffb826363f2b390b	3482	3482	1000
GCA_013178045.1 Firmicutes bacterium, ASM1317804v1	1023965ef714edfb60ede1d0f275280d	2274	2274	1000
GCA_017533795.1 Clostridia bacterium, ASM1753379v1	17ab04b97e32f832bcad4c2022ac6939	1286	1286	1000
GCA_002422425.1 Akkermansiaceae bacterium UBA6138, ASM242242v1	1bf7119d41bc337cb9b9486becc29973	4278	4278	1000
GCA_018725425.1 Dehalococcoidia bacterium, ASM1872542v1	05e462ccab8df7b5437be3260309b1ab	1526	1526	1000
GCF_004117875.1 Geomonas oryzae strain=S43, ASM411787v1	191776d643a4316f3ac860c31841e428	4774	4774	1000
GCF_017876455.1 Corynebacterium freneyi strain=DSM 44506, ASM1787645v1	170b80427be8d856a511f2f43034e490	2876	2876	1000
GCA_019635435.1 Ramlibacter sp., ASM1963543v1	110027eb9ba5c7174908cb520df7ec0e	4391	4391	1000
GCF_000317695.1 Anabaena cylindrica PCC 7122 strain=PCC 7122, ASM31769v1	1915f87a3efac1472c2fff754d35124a	6782	6782	1000
GCF_001642725.1 Acidibacillus ferrooxidans strain=SLC66, ASM164272v1	0cc3e2e7c7b9a8c205c570509a1be469	2983	2983	1000
GCA_902519255.1 uncultured Pelagibacteraceae bacterium, AG-894-F03	13e0ea0a021fd453559148d16320677f	1055	1055	1000
